order_id,order_date,customer_id,total_amount,product_category,product_name,quantity,customer_age,customer_gender,region,sales_channel,order_status,cost_of_goods_sold,gross_margin
16472,2024-11-24,2872,141.56,Food & Beverage,Protein Bars,5,41,Not Specified,N. America,Mobile App,Shipped,97.31,44.25
14106,2024-11-25,4243,65.04,Books & Media,Vinyl Record,4,25,Female,Europe,Website,Delivered,44.2,20.840000000000003
12258,2024-11-25,4982,28.81,Electronics,Smart Watch,5,21,Male,N. America,Website,Shipped,17.77,11.04
10894,2024-11-25,2040,0.31,Electronics,Smart Watch,2,60,Female,N. America,Affiliate,Delivered,0.2,0.10999999999999999
10821,2024-11-25,2745,82.14,Sports,Yoga Mat,4,56,Male,Asia-Pacific,Mobile App,Delivered,47.75,34.39
10236,2024-11-25,4315,132.09,Home Goods,Robot Vacuum,3,20,Female,Asia-Pacific,Mobile App,Shipped,93.04,39.05
18720,2024-11-25,2508,120.63,Books & Media,E-Reader,4,36,Female,N. America,Website,Shipped,82.98,37.64999999999999
10642,2024-11-25,4070,112.91,Apparel,Winter Jacket,1,44,Male,N. America,Website,Delivered,58.01,54.9
11419,2024-11-25,2246,81.12,Sports,Running Shoes,5,63,Not Specified,Europe,Website,Delivered,47.8,33.32000000000001
13968,2024-11-25,2582,144.25,Electronics,Wireless Earbuds,5,35,Male,Latin America,Website,Shipped,106.61,37.64
18986,2024-11-25,3856,94.39,Sports,Dumbbell Set,2,67,Male,Europe,Website,Shipped,69.77,24.620000000000005
19422,2024-11-25,4446,135.66,Food & Beverage,Gourmet Tea,3,48,Female,N. America,Mobile App,Returned,71.57,64.09
19756,2024-11-25,3663,102.36,Apparel,Denim Jeans,1,68,Male,Europe,Website,Shipped,66.71,35.650000000000006
15528,2024-11-25,4332,84.9,Books & Media,Vinyl Record,3,53,Non-Binary,N. America,Website,Shipped,51.18,33.720000000000006
18543,2024-11-25,4103,105.16,Electronics,Laptop,5,51,Female,Latin America,Website,Shipped,64.79,40.36999999999999
10094,2024-11-25,4502,127.46,Food & Beverage,Gourmet Tea,1,24,Female,N. America,Mobile App,Shipped,81.94,45.519999999999996
15617,2024-11-25,5066,52.42,Apparel,T-Shirt,1,35,Male,N. America,Website,Shipped,38.83,13.590000000000003
17687,2024-11-25,3690,168.84,Home Goods,Robot Vacuum,5,26,Female,Asia-Pacific,Website,Shipped,110.74,58.10000000000001
19578,2024-11-25,3570,65.35,Apparel,Winter Jacket,3,38,Male,Latin America,Website,Shipped,43.31,22.039999999999992
13941,2024-11-25,4067,78.88,Food & Beverage,Protein Bars,5,34,Male,Asia-Pacific,In-Store Pickup,Shipped,46.88,31.999999999999993
14103,2024-11-25,5331,59.6,Books & Media,Vinyl Record,1,46,Male,Asia-Pacific,Website,Cancelled,30.65,28.950000000000003
18547,2024-11-25,5297,154.82,Sports,Yoga Mat,1,63,Not Specified,Asia-Pacific,Website,Shipped,95.04,59.77999999999999
10450,2024-11-25,4600,69.13,Electronics,Smart Watch,5,30,Not Specified,Europe,Website,Shipped,50.36,18.769999999999996
14621,2024-11-25,2739,97.58,Home Goods,Robot Vacuum,2,46,Male,Latin America,Website,Shipped,60.46,37.12
16682,2024-11-25,5063,4.64,Books & Media,Vinyl Record,1,39,Female,N. America,Mobile App,Shipped,2.7,1.9399999999999995
10058,2024-11-25,4122,160.14,Electronics,Smart Watch,3,62,Female,Asia-Pacific,Website,Delivered,102.84,57.29999999999998
13948,2024-11-25,5292,86.14,Electronics,Laptop,1,58,Male,Europe,Mobile App,Returned,58.64,27.5
13852,2024-11-26,4879,81.12,Apparel,T-Shirt,1,22,Female,N. America,Website,Shipped,58.05,23.070000000000007
10229,2024-11-26,5264,168.48,Electronics,Laptop,1,23,Non-Binary,N. America,Mobile App,Shipped,112.7,55.77999999999999
12923,2024-11-26,4000,55.93,Sports,Running Shoes,1,58,Male,Europe,Website,Shipped,29.36,26.57
14236,2024-11-26,4390,105.4,Food & Beverage,Coffee Subscription,1,57,Female,N. America,Website,Shipped,74.49,30.91000000000001
16063,2024-11-26,3791,34.73,Electronics,Wireless Earbuds,3,49,Not Specified,Europe,Website,Shipped,21.4,13.329999999999998
10072,2024-11-26,2966,79.29,Home Goods,Robot Vacuum,4,31,Male,Asia-Pacific,Mobile App,Shipped,47.96,31.330000000000005
10849,2024-11-26,5126,74.79,Food & Beverage,Protein Bars,1,61,Male,Asia-Pacific,Website,Cancelled,51.11,23.680000000000007
16396,2024-11-26,4280,93.59,Books & Media,E-Reader,4,34,Male,Latin America,Affiliate,Shipped,66.08,27.510000000000005
11369,2024-11-26,2382,68.74,Home Goods,Candle Set,3,65,Female,Asia-Pacific,Website,Shipped,48.37,20.369999999999997
19942,2024-11-26,3107,62.12,Electronics,Smart Watch,5,30,Male,Asia-Pacific,Website,Shipped,35.07,27.049999999999997
14458,2024-11-26,4499,133.85,Apparel,Denim Jeans,4,19,Male,Europe,Website,Shipped,91.43,42.41999999999999
10302,2024-11-26,4443,82.64,Home Goods,Air Fryer,4,67,Female,Asia-Pacific,Website,Shipped,45.25,37.39
16496,2024-11-26,2669,114.68,Apparel,Denim Jeans,4,29,Male,N. America,Website,Delivered,61.8,52.88000000000001
10745,2024-11-26,5144,106.19,Home Goods,Candle Set,3,22,Female,N. America,Website,Shipped,78.1,28.090000000000003
17101,2024-11-26,3070,88.51,Sports,Running Shoes,3,60,Not Specified,Latin America,Website,Shipped,57.92,30.590000000000003
11699,2024-11-26,2598,86.0,Electronics,Laptop,4,37,Female,N. America,Website,Shipped,44.04,41.96
13960,2024-11-26,4061,47.99,Apparel,T-Shirt,3,42,Female,Asia-Pacific,In-Store Pickup,Shipped,25.23,22.76
17370,2024-11-26,5311,162.95,Electronics,Laptop,5,18,Male,Europe,Mobile App,Shipped,115.21,47.739999999999995
16394,2024-11-26,3908,120.79,Electronics,Laptop,3,21,Female,Asia-Pacific,Website,Returned,65.38,55.41000000000001
14101,2024-11-26,3240,141.74,Home Goods,Candle Set,5,47,Male,Latin America,Website,Shipped,71.99,69.75000000000001
15138,2024-11-26,2806,138.54,Books & Media,E-Reader,1,41,Male,Asia-Pacific,Website,Shipped,99.87,38.66999999999999
16514,2024-11-26,2405,119.58,Sports,Running Shoes,4,31,Female,Europe,Mobile App,Shipped,78.9,40.67999999999999
14758,2024-11-26,2868,58.33,Electronics,Wireless Earbuds,4,41,Male,Europe,Website,Shipped,29.51,28.819999999999997
10389,2024-11-26,4770,100.11,Sports,Running Shoes,3,60,Female,Asia-Pacific,Website,Shipped,65.17,34.94
10447,2024-11-26,3529,83.21,Electronics,Laptop,5,24,Female,Europe,Website,Delivered,45.13,38.07999999999999
17424,2024-11-27,4545,62.48,Apparel,Denim Jeans,5,24,Not Specified,Latin America,Mobile App,Delivered,32.64,29.839999999999996
16668,2024-11-27,4278,22.15,Sports,Running Shoes,3,66,Male,Europe,Mobile App,Shipped,15.7,6.449999999999999
17583,2024-11-27,3129,109.89,Apparel,T-Shirt,5,25,Female,N. America,Website,Shipped,57.67,52.22
14155,2024-11-27,4142,136.06,Apparel,Denim Jeans,4,67,Female,N. America,Affiliate,Shipped,71.11,64.95
10041,2024-11-27,3558,198.93,Apparel,Winter Jacket,4,44,Male,Europe,Website,Shipped,124.92,74.01
11348,2024-11-27,2225,128.52,Sports,Yoga Mat,3,34,Female,N. America,Mobile App,Shipped,94.9,33.620000000000005
19381,2024-11-27,5155,146.31,Food & Beverage,Protein Bars,2,65,Female,Europe,Website,Cancelled,98.23,48.08
17431,2024-11-27,3421,83.13,Electronics,Laptop,1,68,Male,N. America,Website,Shipped,44.27,38.85999999999999
14334,2024-11-27,4812,125.43,Books & Media,Best-Seller Novel,5,18,Male,N. America,Affiliate,Shipped,80.26,45.17
18119,2024-11-27,2511,153.4,Home Goods,Air Fryer,3,21,Male,N. America,Mobile App,Shipped,81.7,71.7
12046,2024-11-27,5038,73.5,Sports,Running Shoes,2,67,Female,Europe,Website,Shipped,46.93,26.57
12968,2024-11-27,4903,101.82,Apparel,Winter Jacket,3,20,Male,Asia-Pacific,In-Store Pickup,Delivered,75.91,25.909999999999997
13224,2024-11-27,2733,91.96,Electronics,Wireless Earbuds,5,43,Female,N. America,Website,Shipped,50.73,41.23
15302,2024-11-27,2679,43.3,Apparel,Denim Jeans,1,40,Female,N. America,Website,Shipped,29.37,13.929999999999996
13936,2024-11-27,4917,118.21,Electronics,Laptop,1,29,Female,Latin America,Website,Cancelled,87.41,30.799999999999997
11268,2024-11-27,4120,118.9,Apparel,T-Shirt,4,55,Male,Europe,Mobile App,Shipped,72.98,45.92
11509,2024-11-27,3025,68.16,Home Goods,Air Fryer,1,68,Female,Asia-Pacific,Mobile App,Returned,44.9,23.259999999999998
12516,2024-11-27,2509,123.16,Home Goods,Candle Set,4,57,Male,N. America,Mobile App,Shipped,88.03,35.129999999999995
15609,2024-11-27,2354,136.53,Apparel,T-Shirt,2,40,Female,N. America,Website,Shipped,76.05,60.480000000000004
19788,2024-11-27,2686,122.81,Sports,Yoga Mat,5,48,Female,N. America,Mobile App,Shipped,63.68,59.13
11357,2024-11-27,4107,39.08,Books & Media,Best-Seller Novel,1,30,Male,Europe,Mobile App,Shipped,25.43,13.649999999999999
18200,2024-11-27,2849,180.25,Home Goods,Robot Vacuum,5,39,Male,Asia-Pacific,Website,Shipped,133.13,47.120000000000005
14904,2024-11-27,3685,45.47,Apparel,Denim Jeans,2,58,Male,N. America,Affiliate,Returned,29.91,15.559999999999999
18980,2024-11-27,2536,98.43,Electronics,Smart Watch,3,59,Male,N. America,Mobile App,Shipped,69.59,28.840000000000003
15808,2024-11-28,2591,151.3,Food & Beverage,Gourmet Tea,1,26,Female,N. America,In-Store Pickup,Shipped,109.5,41.80000000000001
14022,2024-11-28,4525,156.93,Electronics,Smart Watch,1,45,Female,Europe,Website,Shipped,115.19,41.74000000000001
15214,2024-11-28,2578,142.57,Home Goods,Candle Set,4,37,Female,Europe,Website,Shipped,95.94,46.629999999999995
18794,2024-11-28,4447,184.66,Apparel,Denim Jeans,2,31,Female,N. America,Website,Delivered,108.57,76.09
16758,2024-11-28,3818,60.01,Books & Media,Vinyl Record,3,18,Non-Binary,Europe,In-Store Pickup,Delivered,34.12,25.89
18401,2024-11-28,2294,65.36,Books & Media,Vinyl Record,4,18,Male,Latin America,Website,Shipped,43.84,21.519999999999996
17992,2024-11-28,3600,148.21,Apparel,Denim Jeans,5,40,Non-Binary,Europe,In-Store Pickup,Returned,88.39,59.82000000000001
12644,2024-11-28,4555,210.38,Home Goods,Candle Set,4,30,Female,N. America,Website,Shipped,155.02,55.359999999999985
19762,2024-11-28,3628,111.43,Apparel,Denim Jeans,2,35,Female,N. America,Website,Shipped,80.09,31.340000000000003
17280,2024-11-28,3172,136.88,Home Goods,Air Fryer,1,64,Male,Asia-Pacific,Mobile App,Shipped,97.13,39.75
14831,2024-11-28,2951,119.15,Home Goods,Candle Set,4,64,Male,Europe,Mobile App,Shipped,79.38,39.77000000000001
17352,2024-11-28,3352,168.42,Electronics,Smart Watch,2,22,Female,Europe,Mobile App,Shipped,113.17,55.249999999999986
17481,2024-11-28,5473,151.77,Food & Beverage,Coffee Subscription,5,28,Male,Asia-Pacific,Mobile App,Shipped,82.47,69.30000000000001
13666,2024-11-28,4522,87.3,Apparel,Winter Jacket,4,39,Female,N. America,Mobile App,Shipped,63.27,24.029999999999994
15427,2024-11-28,3541,65.42,Electronics,Wireless Earbuds,1,55,Male,Europe,Mobile App,Shipped,39.29,26.130000000000003
17210,2024-11-28,4413,154.91,Apparel,Winter Jacket,1,26,Male,N. America,Website,Delivered,94.91,60.0
10965,2024-11-28,4481,96.5,Books & Media,Vinyl Record,4,24,Female,Asia-Pacific,Website,Shipped,70.99,25.510000000000005
11763,2024-11-28,4153,105.71,Food & Beverage,Protein Bars,1,29,Female,Asia-Pacific,Website,Shipped,55.44,50.269999999999996
10947,2024-11-28,3112,143.61,Electronics,Laptop,1,34,Female,N. America,Mobile App,Delivered,85.51,58.10000000000001
15655,2024-11-28,3565,115.58,Electronics,Laptop,4,24,Female,N. America,Mobile App,Shipped,64.39,51.19
15419,2024-11-28,5246,140.45,Books & Media,Best-Seller Novel,5,53,Not Specified,Latin America,Mobile App,Shipped,90.81,49.639999999999986
17885,2024-11-29,3376,72.06,Electronics,Smart Watch,2,36,Male,N. America,Mobile App,Shipped,42.36,29.700000000000003
15044,2024-11-29,5077,151.41,Apparel,T-Shirt,4,32,Female,Asia-Pacific,Website,Cancelled,102.94,48.47
19679,2024-11-29,3798,143.47,Books & Media,Best-Seller Novel,2,23,Female,Latin America,Website,Shipped,88.11,55.36
18251,2024-11-29,4355,147.6,Home Goods,Candle Set,3,29,Male,Europe,Website,Shipped,106.8,40.8
12955,2024-11-29,2546,136.97,Food & Beverage,Gourmet Tea,1,38,Female,Asia-Pacific,Website,Shipped,89.65,47.31999999999999
14629,2024-11-29,5247,108.27,Books & Media,Vinyl Record,2,49,Female,N. America,Website,Shipped,80.4,27.86999999999999
13865,2024-11-29,4549,61.61,Sports,Dumbbell Set,2,58,Female,Europe,Website,Shipped,41.94,19.67
17807,2024-11-29,3168,114.67,Food & Beverage,Protein Bars,2,51,Not Specified,Asia-Pacific,Website,Shipped,67.61,47.06
14663,2024-11-29,4898,64.25,Home Goods,Air Fryer,1,36,Female,N. America,Website,Shipped,46.44,17.810000000000002
11551,2024-11-29,2122,163.42,Sports,Yoga Mat,2,33,Female,Asia-Pacific,Website,Shipped,100.33,63.08999999999999
17354,2024-11-29,2575,124.08,Books & Media,Best-Seller Novel,2,19,Not Specified,Europe,Website,Delivered,88.57,35.510000000000005
16294,2024-11-29,3031,96.37,Home Goods,Robot Vacuum,5,59,Male,Europe,Website,Shipped,48.23,48.14000000000001
14223,2024-11-29,5450,81.0,Home Goods,Robot Vacuum,3,38,Male,Europe,Website,Shipped,51.25,29.75
18442,2024-11-29,3921,156.88,Home Goods,Robot Vacuum,3,21,Male,Latin America,Mobile App,Shipped,96.13,60.75
10645,2024-11-29,2728,59.64,Home Goods,Air Fryer,4,37,Not Specified,Europe,Website,Shipped,37.21,22.43
13064,2024-11-29,2761,93.81,Sports,Running Shoes,2,31,Female,N. America,Mobile App,Shipped,60.07,33.74
13156,2024-11-29,2107,113.64,Sports,Yoga Mat,1,33,Female,Latin America,Website,Shipped,58.84,54.8
19322,2024-11-29,4335,94.07,Food & Beverage,Coffee Subscription,2,53,Male,Europe,Mobile App,Shipped,57.09,36.97999999999999
17829,2024-11-29,5289,115.13,Electronics,Wireless Earbuds,3,58,Male,N. America,Mobile App,Shipped,63.66,51.47
18184,2024-11-29,2206,44.96,Food & Beverage,Protein Bars,2,35,Female,Asia-Pacific,Mobile App,Shipped,25.63,19.330000000000002
15694,2024-11-30,3795,105.84,Electronics,Smart Watch,1,61,Female,Latin America,Website,Shipped,61.87,43.970000000000006
19781,2024-11-30,3842,119.07,Food & Beverage,Coffee Subscription,2,61,Male,Europe,Website,Delivered,76.76,42.30999999999999
10390,2024-11-30,5119,71.8,Books & Media,Vinyl Record,3,52,Male,Europe,Mobile App,Shipped,43.07,28.729999999999997
14378,2024-11-30,5239,133.27,Food & Beverage,Protein Bars,1,39,Female,Asia-Pacific,Mobile App,Shipped,79.35,53.920000000000016
10476,2024-11-30,3443,112.27,Apparel,Winter Jacket,3,61,Male,Latin America,Mobile App,Shipped,59.9,52.37
19233,2024-11-30,3825,139.1,Books & Media,Best-Seller Novel,2,40,Non-Binary,Asia-Pacific,Website,Shipped,101.1,38.0
15576,2024-11-30,3896,9.18,Sports,Yoga Mat,4,38,Male,N. America,Website,Shipped,6.76,2.42
14672,2024-11-30,4243,57.73,Apparel,T-Shirt,1,68,Female,N. America,Website,Shipped,37.18,20.549999999999997
16404,2024-11-30,2583,77.69,Sports,Running Shoes,5,55,Non-Binary,Europe,Mobile App,Delivered,39.97,37.72
18703,2024-11-30,4993,115.29,Books & Media,E-Reader,5,69,Male,N. America,Affiliate,Shipped,64.53,50.760000000000005
18143,2024-11-30,4205,107.86,Electronics,Laptop,2,58,Female,N. America,Website,Shipped,55.82,52.04
14835,2024-11-30,3466,78.37,Food & Beverage,Protein Bars,4,54,Male,N. America,Website,Shipped,40.23,38.14000000000001
10486,2024-11-30,2715,74.47,Home Goods,Robot Vacuum,3,46,Male,Europe,Mobile App,Delivered,51.49,22.979999999999997
10706,2024-11-30,3159,110.23,Apparel,Winter Jacket,4,49,Female,Europe,In-Store Pickup,Shipped,76.37,33.86
10440,2024-11-30,4440,151.96,Apparel,Denim Jeans,1,31,Female,N. America,Mobile App,Shipped,111.52,40.44000000000001
17984,2024-11-30,3677,102.61,Apparel,Winter Jacket,3,26,Male,N. America,Mobile App,Returned,63.76,38.85
18967,2024-11-30,4003,97.7,Food & Beverage,Protein Bars,1,43,Female,N. America,Website,Shipped,57.96,39.74
13196,2024-11-30,2397,96.12,Electronics,Wireless Earbuds,5,65,Female,Asia-Pacific,Website,Shipped,51.72,44.400000000000006
10720,2024-11-30,4015,35.07,Sports,Running Shoes,5,19,Male,Europe,Website,Shipped,24.73,10.34
17408,2024-11-30,5225,124.04,Electronics,Laptop,2,53,Male,Asia-Pacific,Mobile App,Shipped,92.98,31.060000000000002
11898,2024-11-30,3568,182.46,Apparel,T-Shirt,4,32,Not Specified,N. America,Mobile App,Shipped,111.16,71.30000000000001
15691,2024-11-30,2214,126.61,Apparel,Denim Jeans,2,55,Male,Europe,Mobile App,Shipped,71.93,54.67999999999999
18657,2024-11-30,5080,74.23,Sports,Running Shoes,2,61,Not Specified,Europe,Website,Shipped,47.87,26.360000000000007
15401,2024-11-30,3217,82.31,Apparel,T-Shirt,5,67,Non-Binary,N. America,Mobile App,Shipped,55.23,27.080000000000005
18911,2024-11-30,3171,174.1,Electronics,Smart Watch,1,21,Male,Asia-Pacific,Website,Delivered,97.65,76.44999999999999
16890,2024-11-30,3669,36.43,Apparel,Winter Jacket,5,29,Male,Asia-Pacific,Website,Shipped,24.93,11.5
11866,2024-11-30,3818,107.8,Books & Media,Best-Seller Novel,3,36,Female,Asia-Pacific,Website,Returned,58.43,49.37
19603,2024-11-30,2340,86.37,Electronics,Smart Watch,3,47,Not Specified,N. America,In-Store Pickup,Shipped,45.62,40.75000000000001
12490,2024-11-30,2366,108.91,Sports,Dumbbell Set,1,23,Male,Europe,Website,Delivered,64.42,44.489999999999995
15884,2024-11-30,3024,94.05,Home Goods,Candle Set,1,29,Non-Binary,N. America,Mobile App,Shipped,51.12,42.93
13168,2024-12-01,4827,143.41,Books & Media,E-Reader,2,40,Male,N. America,Website,Shipped,97.94,45.47
13273,2024-12-01,2814,30.19,Sports,Yoga Mat,1,36,Male,Europe,Mobile App,Shipped,17.53,12.66
14501,2024-12-01,5237,70.28,Home Goods,Robot Vacuum,2,45,Female,Europe,Mobile App,Shipped,35.32,34.96
11570,2024-12-01,2215,163.23,Electronics,Smart Watch,4,62,Male,Asia-Pacific,Website,Shipped,88.62,74.60999999999999
15328,2024-12-01,2846,104.09,Electronics,Laptop,2,60,Not Specified,N. America,Website,Shipped,62.72,41.370000000000005
14176,2024-12-01,4943,116.57,Electronics,Wireless Earbuds,3,33,Male,N. America,Mobile App,Shipped,74.51,42.05999999999999
17266,2024-12-01,5034,102.14,Books & Media,Best-Seller Novel,4,19,Male,Latin America,Mobile App,Shipped,58.38,43.76
15814,2024-12-01,3110,145.39,Home Goods,Air Fryer,4,54,Female,N. America,Affiliate,Shipped,85.98,59.40999999999998
14634,2024-12-01,2142,141.05,Apparel,Denim Jeans,4,40,Female,Europe,Website,Shipped,85.31,55.74000000000001
14202,2024-12-01,2992,122.98,Books & Media,Best-Seller Novel,1,68,Female,N. America,Website,Delivered,91.89,31.090000000000003
15082,2024-12-01,2857,129.76,Apparel,Denim Jeans,1,50,Female,Europe,Mobile App,Delivered,77.76,51.999999999999986
15893,2024-12-01,3745,86.16,Home Goods,Robot Vacuum,5,56,Male,Europe,Website,Delivered,52.29,33.87
13543,2024-12-01,4024,160.93,Apparel,Winter Jacket,1,52,Female,N. America,Affiliate,Shipped,96.35,64.58000000000001
19447,2024-12-01,4445,96.54,Apparel,Winter Jacket,4,44,Female,N. America,Website,Shipped,55.81,40.730000000000004
11778,2024-12-01,5092,112.0,Food & Beverage,Protein Bars,2,19,Female,N. America,Mobile App,Shipped,79.92,32.08
12195,2024-12-01,2709,76.37,Home Goods,Robot Vacuum,3,22,Male,Europe,Mobile App,Delivered,49.34,27.03
12065,2024-12-01,2781,193.69,Food & Beverage,Gourmet Tea,4,60,Male,Europe,Website,Shipped,133.73,59.96000000000001
15142,2024-12-01,3318,98.13,Sports,Yoga Mat,2,60,Female,N. America,Mobile App,Shipped,70.18,27.94999999999999
18847,2024-12-01,4958,80.32,Apparel,Denim Jeans,2,44,Male,N. America,Mobile App,Shipped,47.92,32.39999999999999
15119,2024-12-01,5414,115.76,Electronics,Laptop,1,48,Not Specified,Latin America,Mobile App,Shipped,81.06,34.7
13723,2024-12-01,3563,31.37,Sports,Yoga Mat,4,28,Not Specified,N. America,Mobile App,Shipped,20.27,11.100000000000001
14296,2024-12-01,2504,134.9,Apparel,Winter Jacket,5,55,Male,N. America,Website,Shipped,74.49,60.41000000000001
17112,2024-12-01,2789,85.62,Food & Beverage,Protein Bars,2,25,Male,Europe,Affiliate,Returned,54.96,30.660000000000004
18753,2024-12-01,5144,-0.65,Apparel,Denim Jeans,2,50,Not Specified,N. America,Website,Cancelled,-0.35,-0.30000000000000004
14718,2024-12-01,3133,117.65,Food & Beverage,Gourmet Tea,4,21,Male,Europe,Mobile App,Delivered,67.53,50.120000000000005
11777,2024-12-01,4686,49.61,Apparel,Winter Jacket,1,49,Female,Latin America,Website,Shipped,31.33,18.28
15310,2024-12-01,5437,125.87,Apparel,Denim Jeans,1,68,Female,N. America,Affiliate,Delivered,79.59,46.28
11428,2024-12-01,2087,124.34,Electronics,Laptop,5,67,Female,Europe,Website,Shipped,90.55,33.790000000000006
13975,2024-12-01,5060,178.13,Apparel,T-Shirt,1,34,Female,N. America,Website,Shipped,98.97,79.16
10033,2024-12-01,5400,135.01,Books & Media,E-Reader,1,35,Not Specified,Asia-Pacific,Website,Delivered,67.83,67.17999999999999
11679,2024-12-01,3733,98.31,Sports,Yoga Mat,5,33,Female,N. America,Affiliate,Delivered,60.79,37.52
18055,2024-12-01,2030,51.72,Books & Media,Best-Seller Novel,3,46,Male,Europe,Website,Shipped,36.34,15.379999999999995
15085,2024-12-02,2520,75.76,Apparel,T-Shirt,4,56,Male,Latin America,Mobile App,Shipped,51.82,23.940000000000005
15428,2024-12-02,5092,162.77,Sports,Yoga Mat,3,51,Male,Europe,Website,Shipped,113.17,49.60000000000001
12416,2024-12-02,5109,211.91,Electronics,Laptop,3,68,Female,N. America,Mobile App,Shipped,118.51,93.39999999999999
11127,2024-12-02,2509,134.32,Books & Media,Best-Seller Novel,2,43,Female,N. America,Mobile App,Shipped,95.01,39.30999999999999
13292,2024-12-02,3477,158.13,Home Goods,Air Fryer,1,69,Male,N. America,Mobile App,Shipped,81.42,76.71
16287,2024-12-02,2378,139.5,Sports,Dumbbell Set,4,19,Male,N. America,Website,Shipped,98.66,40.84
11830,2024-12-02,3663,81.57,Electronics,Wireless Earbuds,1,46,Male,Asia-Pacific,Website,Shipped,52.87,28.699999999999996
10285,2024-12-02,4886,126.23,Food & Beverage,Protein Bars,3,58,Male,N. America,In-Store Pickup,Shipped,77.21,49.02000000000001
12633,2024-12-02,2878,86.68,Books & Media,E-Reader,5,61,Male,Asia-Pacific,Mobile App,Shipped,56.62,30.06000000000001
11912,2024-12-02,3854,137.62,Electronics,Laptop,5,38,Not Specified,N. America,Website,Shipped,85.15,52.47
10451,2024-12-02,5286,182.81,Sports,Dumbbell Set,2,68,Male,Asia-Pacific,Mobile App,Shipped,135.45,47.360000000000014
19309,2024-12-02,2518,162.85,Food & Beverage,Coffee Subscription,1,51,Female,Latin America,Website,Shipped,100.52,62.33
17005,2024-12-02,4985,141.29,Books & Media,Best-Seller Novel,4,52,Male,Latin America,Website,Delivered,79.28,62.00999999999999
15881,2024-12-02,4575,206.25,Books & Media,Vinyl Record,2,36,Male,N. America,Mobile App,Shipped,120.02,86.23
12978,2024-12-02,5380,63.44,Electronics,Wireless Earbuds,2,65,Female,N. America,Website,Delivered,36.43,27.009999999999998
12734,2024-12-02,2819,111.44,Electronics,Smart Watch,2,27,Female,Europe,Mobile App,Delivered,74.99,36.45
15965,2024-12-02,4846,153.55,Apparel,Winter Jacket,2,67,Female,Europe,Website,Shipped,100.65,52.900000000000006
13137,2024-12-03,2583,149.04,Apparel,Denim Jeans,3,25,Male,N. America,Website,Returned,105.17,43.86999999999999
13495,2024-12-03,3943,137.89,Food & Beverage,Protein Bars,2,60,Male,N. America,Website,Delivered,101.34,36.54999999999998
15273,2024-12-03,4112,125.64,Electronics,Wireless Earbuds,3,27,Female,Asia-Pacific,Mobile App,Shipped,69.49,56.150000000000006
14894,2024-12-03,2615,120.62,Home Goods,Air Fryer,1,34,Female,N. America,Website,Shipped,65.14,55.480000000000004
13023,2024-12-03,4206,74.28,Home Goods,Air Fryer,2,52,Male,Asia-Pacific,Affiliate,Shipped,40.54,33.74
17460,2024-12-03,5332,185.65,Sports,Yoga Mat,5,43,Female,N. America,Affiliate,Delivered,111.21,74.44000000000001
15800,2024-12-03,2464,60.73,Books & Media,E-Reader,2,54,Female,Latin America,Mobile App,Shipped,40.25,20.479999999999997
11708,2024-12-03,2066,95.68,Food & Beverage,Protein Bars,1,34,Female,Europe,Website,Shipped,52.02,43.660000000000004
14859,2024-12-03,5356,78.67,Home Goods,Robot Vacuum,4,28,Female,N. America,Website,Delivered,53.32,25.35
13912,2024-12-03,4733,88.5,Electronics,Wireless Earbuds,3,38,Female,Latin America,Mobile App,Shipped,44.3,44.2
11664,2024-12-03,3904,155.71,Books & Media,Vinyl Record,2,69,Female,Europe,Mobile App,Shipped,93.52,62.19000000000001
15267,2024-12-03,5342,134.28,Apparel,T-Shirt,5,18,Female,Europe,Website,Shipped,84.03,50.25
14792,2024-12-03,4116,78.11,Electronics,Wireless Earbuds,3,19,Male,Europe,Mobile App,Shipped,53.89,24.22
11532,2024-12-03,2769,41.34,Sports,Dumbbell Set,2,47,Female,Asia-Pacific,Website,Shipped,26.19,15.150000000000002
10920,2024-12-03,4243,46.07,Books & Media,E-Reader,5,21,Female,Asia-Pacific,Website,Shipped,32.07,14.0
15236,2024-12-03,4522,142.25,Books & Media,E-Reader,5,18,Not Specified,Asia-Pacific,Website,Delivered,75.07,67.18
17369,2024-12-03,5231,143.85,Electronics,Laptop,1,53,Non-Binary,Asia-Pacific,Website,Delivered,78.29,65.55999999999999
10952,2024-12-03,5085,162.62,Sports,Running Shoes,5,63,Male,Europe,Website,Shipped,84.77,77.85000000000001
14241,2024-12-03,2531,66.56,Sports,Yoga Mat,4,68,Female,Latin America,Mobile App,Returned,40.82,25.740000000000002
18019,2024-12-03,4258,153.73,Apparel,Denim Jeans,5,62,Male,Asia-Pacific,Affiliate,Shipped,106.95,46.77999999999999
15174,2024-12-03,3469,105.03,Books & Media,Best-Seller Novel,1,43,Female,Asia-Pacific,Mobile App,Shipped,78.51,26.519999999999996
13138,2024-12-03,2983,144.07,Home Goods,Air Fryer,5,33,Female,N. America,Affiliate,Delivered,85.79,58.27999999999999
15168,2024-12-04,2521,125.26,Apparel,Denim Jeans,2,54,Female,Europe,Website,Shipped,67.98,57.28
18145,2024-12-04,3024,42.75,Home Goods,Candle Set,2,49,Male,N. America,Website,Shipped,29.01,13.739999999999998
19791,2024-12-04,5037,102.55,Home Goods,Robot Vacuum,1,49,Male,N. America,Website,Delivered,71.09,31.459999999999994
